index	AAPL	SPY	TSLA	DAL	MRNA	AMZN	risk	return
49	0.42197485398854273	0.1047175592306875	0.006136195113139803	0.42261377463104266	0.04455761703658722	1.1444001963539395e-20	0.0619218510778898	0.026678023441776957
50	0.42713226151651384	0.09057324574845568	0.007139802402895316	0.4308599928826082	0.04429469744952694	1.2399358616886015e-20	0.06272331616745859	0.026940812607538705
51	0.4322896690444848	0.07642893226622419	0.008143409692650873	0.4391062111341735	0.04403177786246669	1.3354571312047584e-20	0.06352886303107044	0.02720360177330045
52	0.43744707657245574	0.06228461878399239	0.009147016982406424	0.44735242938573905	0.04376885827540636	1.430630961969174e-20	0.06433833835160012	0.027466390939062196
53	0.4426044841004268	0.04814030530176067	0.010150624272161936	0.4555986476373045	0.04350593868834609	1.5262800199600805e-20	0.06515159570199625	0.02772918010482394
54	0.44776189162839786	0.03399599181952913	0.011154231561917506	0.46384486588886975	0.043243019101285814	1.6215566122949026e-20	0.06596849520820298	0.027991969270585684
55	0.4529192991563685	0.019851678337297597	0.012157838851672943	0.4720910841404355	0.042980099514225475	1.7172762343165613e-20	0.06678890322800606	0.02825475843634743
56	0.45807670668433975	0.005707364855065654	0.013161446141428548	0.48033730239200073	0.04271717992716521	1.8122092837114092e-20	0.0676126920452968	0.028517547602109172
57	0.4565222026490659	-2.108419116962661e-22	0.013220973806878514	0.4896813567206514	0.04057546682340419	-1.8111984217970384e-22	0.06844158831515985	0.02878033676787092
58	0.4504272741239442	-2.0772632184754453e-22	0.012641857442804034	0.4997680671113292	0.0371628013219226	-1.7720451778707336e-22	0.06928301275881432	0.029043125933632664
59	0.4443323455988224	-2.0435700184665833e-22	0.012062741078729537	0.5098547775020071	0.03375013582044092	-1.732763092867305e-22	0.0701373400269317	0.02930591509939441
60	0.43823741707370084	-1.943380001922191e-22	0.011483624714654939	0.5199414878926849	0.0303374703189594	-1.6505308015340078e-22	0.07100410437747978	0.029568704265156155
61	0.432142488548579	-1.9561866892075486e-22	0.010904508350580436	0.5300281982833629	0.026924804817477648	-1.658363567130441e-22	0.07188285591239303	0.0298314934309179
62	0.4260475600234574	-1.8840472341021838e-22	0.010325391986505943	0.5401149086740406	0.023512139315996074	-1.5934819800990203e-22	0.07277316038949298	0.030094282596679643
63	0.41995263149833556	-1.852329249024098e-22	0.009746275622431345	0.5502016190647186	0.02009947381451438	-1.5445155897159127e-22	0.07367459898300832	0.03035707176244139
64	0.41385770297321367	-1.812618264244583e-22	0.009167159258356749	0.5602883294553969	0.01668680831303268	-1.4782404516998046e-22	0.07458676800088954	0.030619860928203135
65	0.4077627744480921	-1.7379778745521182e-22	0.008588042894282225	0.5703750398460745	0.013274142811551188	-1.3968174586586674e-22	0.07550927856634006	0.03088265009396488
66	0.4016678459229703	-1.72965803477081e-22	0.008008926530207735	0.5804617502367525	0.009861477310069396	-1.4284339580254473e-22	0.07644175627024127	0.031145439259726626
67	0.39557291739784844	-1.7100940178496617e-22	0.0074298101661332125	0.5905484606274305	0.006448811808587773	-1.4037667015511821e-22	0.07738384080044106	0.03140822842548837
68	0.38947798887272683	-1.6201314091763566e-22	0.006850693802058571	0.6006351710181083	0.003036146307106215	-1.2953740917498208e-22	0.07833518555321253	0.031671017591250114
69	0.3827519726370282	-1.1917439693897067e-22	0.006206269603968823	0.6110417577590029	-1.2618846294641325e-22	-7.441680574693363e-23	0.07929551955789962	0.03193380675701186
70	0.370937040217105	-1.1698109533040017e-22	0.005035221153961418	0.6240277386289336	-1.205827471529959e-22	-7.062178704695114e-23	0.08027057131609486	0.0321965959227736
71	0.35912210779718173	-1.2045427955220694e-22	0.0038641727039539814	0.6370137194988643	-1.3123296666983692e-22	-7.727777918291545e-23	0.08126376564669592	0.03245938508853535
72	0.3473071753772588	-1.1320286328271718e-22	0.0026931242539466396	0.6499997003687945	-1.1394549851122145e-22	-6.902323668665026e-23	0.08227444551599096	0.03272217425429709
73	0.33549224295733543	-1.138259985286694e-22	0.001522075803939177	0.6629856812387255	-1.15050946255906e-22	-7.287216528347154e-23	0.08330197448476376	0.03298496342005884
74	0.32367731053741194	-1.2402475028242465e-22	0.00035102735393180515	0.6759716621086561	-1.3965012375286484e-22	-7.660656102090469e-23	0.08434573677057132	0.033247752585820585
75	0.31141310648950016	3.652040021619809e-24	9.102677066544302e-25	0.6885868935104998	9.134702696656661e-24	3.2908353035108707e-24	0.08540522842896739	0.03351054175158233
76	0.2989565822299197	-3.62660883562975e-24	7.251522339493884e-25	0.7010434177700803	-9.631140286798101e-24	-3.8055193876811084e-24	0.08648013222302922	0.03377333091734408
77	0.28650005797034	-8.483239972373114e-25	-3.0164262752110552e-24	0.7134999420296599	-4.457706765784056e-24	-5.099719791921136e-24	0.08756989691567081	0.03403612008310582
78	0.2740435337107598	-1.076512601537728e-23	-2.9307177801887426e-24	0.7259564662892402	-2.3073704691993854e-23	-9.469896976407669e-24	0.08867397460658853	0.03429890924886757
79	0.2615870094511803	-5.802576591797907e-24	5.950255676015573e-24	0.7384129905488197	-1.3675055192729545e-23	-6.516913102893813e-24	0.08979183732076476	0.034561698414629305
80	0.2491304851916001	-3.2007562478457096e-24	-2.838039653272859e-24	0.7508695148083999	-6.799568665641074e-24	-2.9812988228042332e-24	0.09092297661508646	0.034824487580391056
81	0.23667396093202003	-7.534371203361657e-24	-2.545350169714199e-25	0.7633260390679799	-1.4935489439712634e-23	-6.271824408998507e-24	0.09206690314036049	0.0350872767461528
82	0.2242174366724403	-4.333916781888302e-24	7.049449265343509e-25	0.7757825633275597	-6.97502475055319e-24	-3.951796073162131e-24	0.09322314616749193	0.035350065911914544
83	0.21176091241285996	-8.242327632838087e-27	-8.173366353242203e-24	0.78823908758714	-2.451303950019449e-24	1.3974906721574784e-24	0.09439125308562608	0.035612855077676295
84	0.1993043881532807	-1.2213803828599917e-26	-3.7032911434980934e-25	0.8006956118467193	-7.879630751995374e-25	-2.5604597069641574e-24	0.09557078887915459	0.03587564424343803
85	0.1868478638937002	-2.5893651067735496e-24	-4.816736870426256e-24	0.8131521361062998	1.1646550856505574e-25	-3.8404779738464265e-24	0.09676133558965207	0.03613843340919978
86	0.1743913396341206	-6.769539202236319e-24	1.5633137083401033e-24	0.8256086603658794	-9.351622618164736e-24	-5.5997234283142586e-24	0.09796249176803677	0.03640122257496153
87	0.16193481537454033	-1.2139815540571176e-23	-8.339467317203336e-25	0.8380651846254596	-2.2982667871222904e-23	-7.296137675897464e-24	0.09917387192155089	0.03666401174072327
88	0.1494782911149604	-8.846457141456967e-24	2.495059442534227e-24	0.8505217088850396	-1.2605037165858146e-23	-4.634393680264303e-24	0.10039510595951263	0.036926800906485015
89	0.1370217668553805	8.887555596738704e-25	6.4446535637654014e-24	0.8629782331446195	-5.338120178826075e-24	-1.003310374904108e-24	0.10162583864122082	0.03718959007224676
90	0.12456524259580017	-4.359800783065755e-24	1.735002812087304e-24	0.8754347574041998	-1.3139252967279546e-23	-4.892323910322049e-24	0.10286572902887156	0.03745237923800851
91	0.11210871833622084	-4.1612184344265136e-24	9.717985919467637e-25	0.8878912816637792	-1.4621785273160101e-24	-5.109210858657622e-24	0.10411444994788704	0.03771516840377025
92	0.09965219407664032	-4.1608415925772684e-24	-1.521603672650356e-24	0.9003478059233596	-3.1949370219909062e-24	-3.37415303695554e-24	0.10537168745664577	0.037977957569532
93	0.08719566981706049	-3.29744963013947e-24	4.38408083123683e-24	0.9128043301829395	-9.337843302006725e-24	-2.995293384311355e-24	0.10663714032723813	0.03824074673529374
94	0.07473914555748036	-6.935820151741511e-24	1.1925113339792237e-24	0.9252608544425196	-1.222892228015204e-23	-5.303976045828635e-24	0.10791051953855664	0.038503535901055486
